YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2000-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.047,2,0.047,2,0.297,1,0.20,0
2000-01-01,8:00,87.8,119.4,24,625,7,1,9,137,1,21,2,1,9,10,10,172,16,3,10,10,10,172,16,3,10,-9900,99,-9900,99,-9900,99,1.2,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,9:00,80.5,125.9,234,1415,142,0,9,637,0,21,36,0,9,97,10,350,16,39,10,133,10,672,16,22,10,-9900,99,-9900,99,-9900,99,1.1,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,10:00,71.1,136.3,458,1415,315,0,9,687,0,21,92,0,9,305,10,761,16,59,10,311,10,858,16,34,10,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,11:00,63.5,148.8,631,1415,352,0,9,351,0,21,195,0,9,346,10,415,16,161,10,462,10,940,16,43,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,12:00,58.4,163.4,741,1415,530,0,9,746,0,21,139,0,9,335,10,315,16,170,10,559,10,974,16,49,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,13:00,56.6,179.6,779,1415,601,0,9,916,0,21,97,0,9,532,10,636,16,182,10,593,10,984,16,51,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,14:00,58.3,195.8,744,1415,546,0,9,918,0,21,63,0,9,484,10,734,16,98,10,561,10,974,16,49,10,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,15:00,63.2,210.6,638,1415,478,0,9,922,0,21,62,0,9,369,10,640,16,81,10,467,10,941,16,43,10,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,16:00,70.7,223.2,467,1415,333,0,9,845,0,21,54,0,9,209,10,447,16,62,10,320,10,866,16,34,10,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,17:00,80.0,233.7,245,1415,149,0,9,617,0,21,42,0,9,125,10,526,16,34,10,143,10,691,16,23,10,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,18:00,87.6,240.5,29,696,9,1,9,143,1,21,2,1,9,12,10,179,16,5,10,12,10,197,16,4,10,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.047,2,0.021,2,0.297,1,0.20,0
2000-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.047,2,0.021,2,0.362,1,0.20,0
2000-01-02,8:00,87.8,119.3,23,625,3,1,9,1,1,21,3,1,9,3,10,0,16,3,10,9,10,161,16,3,10,-9900,99,-9900,99,-9900,99,1.4,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,9:00,80.5,125.8,233,1415,57,0,9,3,0,21,57,0,9,49,10,0,16,49,10,129,10,649,16,23,10,-9900,99,-9900,99,-9900,99,1.5,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,10:00,71.1,136.2,458,1415,109,0,9,0,0,21,109,0,9,103,10,0,16,103,10,304,10,833,16,34,10,-9900,99,-9900,99,-9900,99,1.6,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,11:00,63.5,148.6,631,1415,111,0,9,0,0,21,111,0,9,146,10,0,16,146,10,449,10,909,16,44,10,-9900,99,-9900,99,-9900,99,1.6,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,12:00,58.4,163.3,742,1415,101,0,9,0,0,21,101,0,9,173,10,0,16,173,10,545,10,946,16,50,10,-9900,99,-9900,99,-9900,99,1.6,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,13:00,56.5,179.5,781,1415,541,0,9,556,0,21,234,0,9,315,10,305,16,147,10,580,10,958,16,52,10,-9900,99,-9900,99,-9900,99,1.5,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,14:00,58.2,195.7,746,1415,110,0,9,0,0,21,110,0,9,365,10,242,16,237,10,551,10,950,16,50,10,-9900,99,-9900,99,-9900,99,1.5,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,15:00,63.1,210.5,640,1415,397,0,9,434,0,21,201,0,9,397,10,601,16,125,10,459,10,917,16,44,10,-9900,99,-9900,99,-9900,99,1.4,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,16:00,70.6,223.2,471,1415,336,0,9,711,0,21,100,0,9,129,10,223,16,54,10,316,10,844,16,35,10,-9900,99,-9900,99,-9900,99,1.3,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,17:00,79.9,233.7,249,1415,113,0,9,217,0,21,75,0,9,126,10,68,16,114,10,141,10,671,16,23,10,-9900,99,-9900,99,-9900,99,1.3,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,18:00,87.5,240.5,31,719,7,1,9,52,1,21,5,1,9,11,10,38,16,10,10,12,10,191,16,4,10,-9900,99,-9900,99,-9900,99,1.2,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.023,2,0.362,1,0.20,0
2000-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.023,2,0.307,1,0.20,0
2000-01-03,8:00,87.9,119.1,23,625,7,1,9,133,1,21,2,1,9,9,10,149,16,3,10,9,10,149,16,3,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,9:00,80.5,125.6,233,1415,142,0,9,626,0,21,39,0,9,131,10,647,16,25,10,131,10,647,16,25,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,10:00,71.1,136.0,458,1415,302,0,9,755,0,21,57,0,9,292,10,783,16,39,10,311,10,844,16,38,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,11:00,63.4,148.5,632,1415,467,0,9,865,0,21,80,0,9,434,10,861,16,49,10,462,10,927,16,48,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,12:00,58.3,163.1,743,1415,570,0,9,956,0,21,68,0,9,526,10,858,16,76,10,560,10,964,16,54,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,13:00,56.4,179.4,783,1415,592,0,9,952,0,21,65,0,9,564,10,918,16,55,10,595,10,974,16,57,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,14:00,58.0,195.6,749,1415,562,0,9,943,0,21,63,0,9,565,10,963,16,55,10,565,10,963,16,55,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,15:00,62.9,210.5,643,1415,470,0,9,910,0,21,56,0,9,470,10,928,16,49,10,470,10,928,16,49,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,16:00,70.4,223.1,474,1415,339,0,9,849,0,21,55,0,9,323,10,850,16,39,10,323,10,850,16,39,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,17:00,79.7,233.7,252,1415,151,0,9,589,0,21,46,0,9,145,10,668,16,26,10,145,10,668,16,26,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,18:00,87.4,240.5,33,719,10,1,9,144,1,21,3,1,9,13,10,180,16,5,10,13,10,180,16,5,10,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-03,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.307,1,0.20,0
2000-01-04,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.047,2,0.029,2,0.312,1,0.20,0
2000-01-04,8:00,87.9,119.0,23,625,7,1,9,137,1,21,2,1,9,9,11,135,16,4,11,9,10,135,16,4,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,9:00,80.5,125.5,233,1415,147,0,9,650,0,21,40,0,9,130,10,627,16,27,10,130,10,627,16,27,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,10:00,71.1,135.9,458,1415,327,0,9,841,0,21,54,0,9,309,10,831,16,40,10,309,10,831,16,40,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,11:00,63.4,148.3,633,1415,468,0,9,912,0,21,60,0,9,461,10,917,16,51,10,461,10,917,16,51,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,12:00,58.2,163.0,744,1415,570,0,9,957,0,21,66,0,9,560,10,956,16,57,10,560,10,956,16,57,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,13:00,56.3,179.2,785,1415,595,0,9,954,0,21,66,0,9,597,10,968,16,60,10,597,10,968,16,60,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,14:00,57.9,195.6,751,1415,576,0,9,958,0,21,67,0,9,567,10,958,16,58,10,567,10,958,16,58,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,15:00,62.8,210.4,646,1415,483,0,9,922,0,21,62,0,9,473,10,923,16,52,10,473,10,923,16,52,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,16:00,70.3,223.1,477,1415,342,0,9,851,0,21,55,0,9,326,11,844,16,41,11,326,10,844,16,41,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,17:00,79.6,233.7,256,1415,150,0,9,574,0,21,46,0,9,147,10,659,16,28,10,147,10,659,16,28,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,18:00,87.4,240.6,34,743,10,1,9,144,1,21,3,1,9,13,10,174,16,5,10,13,10,174,16,5,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-04,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.034,2,0.312,1,0.20,0
2000-01-05,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.034,2,0.299,1,0.20,0
2000-01-05,8:00,87.8,118.9,23,601,7,1,9,130,1,21,2,1,9,9,10,142,16,3,10,9,10,142,16,3,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,9:00,80.5,125.3,233,1415,138,0,9,621,0,21,36,0,9,132,10,647,16,25,10,132,10,647,16,25,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,10:00,71.1,135.7,459,1415,328,0,9,840,0,21,55,0,9,312,10,846,16,38,10,312,10,846,16,38,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,11:00,63.4,148.2,634,1415,475,0,9,920,0,21,62,0,9,465,10,929,16,49,10,465,10,929,16,49,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,12:00,58.2,162.8,746,1415,568,0,9,953,0,21,65,0,9,565,10,967,16,55,10,565,10,967,16,55,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,13:00,56.2,179.1,787,1415,607,0,9,968,0,21,69,0,9,601,11,978,16,57,11,601,10,978,16,57,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,14:00,57.8,195.5,754,1415,579,0,9,959,0,21,68,0,9,572,10,968,16,56,10,572,10,968,16,56,10,-9900,99,-9900,99,-9900,99,0.6,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,15:00,62.7,210.4,650,1415,488,0,9,926,0,21,63,0,9,478,10,934,16,50,10,478,10,934,16,50,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,16:00,70.1,223.1,481,1415,344,0,9,852,0,21,55,0,9,331,11,857,16,40,11,331,10,857,16,40,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,17:00,79.4,233.7,259,1415,161,0,9,634,0,21,45,0,9,151,11,678,16,27,11,151,10,678,16,27,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,18:00,87.3,240.7,36,766,12,1,9,163,1,21,4,1,9,15,10,192,16,6,10,15,10,193,16,6,10,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
2000-01-05,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.047,2,0.030,2,0.299,1,0.20,0
